customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-00095,Female,0,false,false,40,false,false,Fiber optic,false,true,false,true,true,true,One year,true,Mailed check,49.46,1978.4,false
CUST-00096,Female,0,false,false,14,true,true,DSL,false,false,false,true,true,true,Month-to-month,true,Electronic check,109.31,1530.34,false
CUST-00097,Male,0,false,true,6,true,true,Fiber optic,true,true,false,false,false,false,One year,true,Mailed check,50.11,300.66,false
CUST-00098,Female,0,true,true,11,true,true,DSL,false,false,true,false,false,true,Two year,true,Bank transfer (automatic),85.23,937.53,false
CUST-00099,Female,0,true,true,13,true,true,No,true,true,false,true,false,true,Month-to-month,true,Mailed check,100.05,1300.65,true
CUST-00100,Female,0,true,true,8,true,false,Fiber optic,true,false,true,true,false,false,Month-to-month,true,Bank transfer (automatic),86.47,691.76,false
CUST-00101,Female,0,false,true,22,true,false,DSL,true,false,false,false,false,true,Month-to-month,true,Bank transfer (automatic),29.94,658.68,true
CUST-00102,Female,1,false,true,44,true,false,DSL,true,false,false,true,false,true,Month-to-month,false,Mailed check,74.6,3282.4,false
CUST-00103,Male,0,false,false,18,true,true,No,true,true,true,false,true,false,Month-to-month,false,Mailed check,98.76,1777.68,true
CUST-00104,Male,0,true,true,66,false,false,Fiber optic,true,false,true,true,false,true,Two year,false,Mailed check,56.92,3756.72,false
CUST-00105,Male,0,false,true,22,false,true,Fiber optic,true,true,false,true,true,false,Month-to-month,false,Electronic check,85.37,1878.14,false
CUST-00106,Female,0,false,false,72,true,true,No,true,false,false,false,false,false,One year,true,Electronic check,46,3312,true
CUST-00107,Male,1,true,true,50,false,false,DSL,false,false,false,false,false,true,Two year,false,Bank transfer (automatic),90.11,4505.5,false
CUST-00108,Male,1,true,false,39,false,false,No,false,false,false,true,true,true,Month-to-month,true,Credit card (automatic),50.11,1954.29,false
CUST-00109,Male,1,true,false,3,true,true,Fiber optic,false,false,true,false,false,true,Two year,true,Credit card (automatic),80.11,240.33,false
CUST-00110,Female,0,true,false,66,false,false,DSL,true,false,false,true,true,false,Two year,true,Credit card (automatic),61.59,4064.94,false
CUST-00111,Male,0,false,false,39,false,true,DSL,false,true,false,false,false,true,Two year,false,Credit card (automatic),44.5,1735.5,false
CUST-00112,Female,0,true,false,43,true,true,Fiber optic,false,false,true,true,true,true,Month-to-month,true,Credit card (automatic),49.78,2140.54,false
CUST-00113,Female,0,true,true,65,true,false,No,false,true,true,true,false,false,One year,true,Mailed check,22.19,1442.35,false
CUST-00114,Female,1,false,true,22,true,false,DSL,true,false,false,true,true,false,Two year,true,Bank transfer (automatic),105.15,2313.3,false
CUST-00115,Female,0,false,false,64,true,true,No,true,true,false,false,true,true,Month-to-month,true,Electronic check,31.97,2046.08,false
CUST-00116,Male,0,false,false,25,true,false,DSL,true,false,false,true,false,false,Month-to-month,true,Bank transfer (automatic),28.84,721,false
CUST-00117,Female,0,true,false,28,false,false,Fiber optic,false,false,false,true,false,true,One year,true,Electronic check,34.3,960.4,false
CUST-00118,Male,0,true,false,38,true,true,DSL,true,false,false,true,true,false,Month-to-month,false,Mailed check,70.48,2678.24,false
CUST-00119,Female,0,true,false,23,false,false,No,true,true,true,false,true,true,One year,true,Mailed check,89,2047,false
CUST-00120,Female,0,false,false,60,true,true,No,true,true,false,true,false,false,One year,false,Mailed check,31.31,1878.6,false
CUST-00121,Male,0,false,true,15,true,true,DSL,true,false,false,false,false,false,Month-to-month,true,Credit card (automatic),33.21,498.15,true
CUST-00122,Male,0,true,true,24,false,false,No,false,false,false,false,false,true,Month-to-month,false,Credit card (automatic),92.9,2229.6,true
CUST-00123,Female,0,true,true,11,true,true,No,false,true,true,false,false,true,One year,true,Credit card (automatic),83.16,914.76,false
CUST-00124,Male,0,true,true,46,true,true,No,false,false,true,false,true,true,One year,true,Mailed check,52.26,2403.96,false
CUST-00125,Male,0,true,true,72,true,true,No,true,true,true,true,true,false,Month-to-month,true,Electronic check,54.8,3945.6,false
CUST-00126,Female,0,false,false,69,true,false,No,true,false,false,false,true,false,Month-to-month,false,Credit card (automatic),88.11,6079.59,false
CUST-00127,Female,1,true,true,69,false,false,Fiber optic,false,true,false,true,true,true,Two year,true,Bank transfer (automatic),63.78,4400.82,false
CUST-00128,Male,0,false,true,72,false,false,Fiber optic,true,true,false,true,false,true,Month-to-month,false,Electronic check,37.94,2731.68,false
CUST-00129,Female,1,true,true,46,false,true,No,false,false,true,true,false,true,One year,false,Electronic check,45.11,2075.06,false
CUST-00130,Female,1,false,false,21,false,true,Fiber optic,false,false,true,false,true,true,Two year,true,Electronic check,94.94,1993.74,false
CUST-00131,Male,0,false,false,70,false,true,DSL,true,true,false,false,false,false,Month-to-month,true,Credit card (automatic),43.52,3046.4,true
CUST-00132,Male,0,false,true,36,false,false,DSL,true,false,true,false,true,true,One year,true,Bank transfer (automatic),86.14,3101.04,false
CUST-00133,Male,0,true,true,21,true,true,Fiber optic,true,true,false,false,false,false,Month-to-month,false,Bank transfer (automatic),37.07,778.47,true
CUST-00134,Female,1,false,false,16,true,false,No,true,true,false,true,true,true,One year,false,Electronic check,43.66,698.56,false
CUST-00135,Male,0,false,true,54,true,true,No,true,false,true,false,true,false,Month-to-month,false,Electronic check,96.48,5209.92,false
CUST-00136,Male,0,false,true,40,true,false,Fiber optic,false,true,false,false,true,true,One year,false,Credit card (automatic),59.67,2386.8,false
CUST-00137,Female,1,false,true,27,true,true,DSL,false,false,true,false,false,true,Two year,true,Electronic check,96.93,2617.11,false
CUST-00138,Male,0,false,true,69,false,true,Fiber optic,true,true,true,false,true,true,Month-to-month,false,Credit card (automatic),82.19,5671.11,false
CUST-00139,Female,0,false,false,3,true,false,DSL,true,false,true,true,true,true,Month-to-month,false,Bank transfer (automatic),32.83,98.49,true
CUST-00140,Female,0,false,true,35,false,false,No,false,false,false,true,false,false,Month-to-month,true,Mailed check,87.47,3061.45,false
CUST-00141,Female,0,false,false,36,false,true,Fiber optic,true,true,false,true,false,false,Two year,true,Credit card (automatic),94.12,3388.32,false
CUST-00142,Female,1,true,true,18,true,false,DSL,false,true,true,false,true,true,Two year,true,Credit card (automatic),34.21,615.78,false
CUST-00143,Female,0,false,false,68,true,false,No,true,false,true,true,false,false,One year,false,Credit card (automatic),81.18,5520.24,true
CUST-00144,Male,0,false,false,17,true,false,No,false,true,true,false,true,false,One year,true,Credit card (automatic),24.24,412.08,true
CUST-00145,Female,0,false,true,72,true,true,DSL,false,false,true,true,false,true,One year,true,Credit card (automatic),45.36,3265.92,false
CUST-00146,Female,0,false,true,18,false,false,DSL,true,false,true,true,false,true,One year,true,Credit card (automatic),109.23,1966.14,false
CUST-00147,Male,0,true,true,57,true,true,DSL,false,false,false,true,false,false,One year,true,Electronic check,35.09,2000.13,false
CUST-00148,Female,1,true,false,56,false,false,Fiber optic,true,false,true,false,false,true,One year,false,Bank transfer (automatic),105.15,5888.4,false
CUST-00149,Female,0,false,true,52,false,true,DSL,false,true,false,false,true,false,One year,true,Mailed check,51.29,2667.08,false
CUST-00150,Male,0,false,false,38,true,false,DSL,true,false,true,false,true,true,Month-to-month,false,Bank transfer (automatic),25.66,975.08,false
CUST-00151,Female,0,true,true,38,true,false,No,true,false,false,true,false,true,One year,true,Electronic check,60.76,2308.88,true
CUST-00152,Male,0,true,false,68,false,true,Fiber optic,false,true,true,false,true,false,One year,false,Mailed check,114.08,7757.44,false
CUST-00153,Female,0,true,false,35,false,false,DSL,true,false,true,true,false,true,Two year,false,Mailed check,45.63,1597.05,false
CUST-00154,Male,0,true,true,10,false,true,DSL,false,false,true,true,false,true,One year,false,Mailed check,93.49,934.9,false
CUST-00155,Female,0,false,false,10,false,true,No,false,true,false,true,true,false,One year,false,Credit card (automatic),114.69,1146.9,false
CUST-00156,Male,0,true,true,12,false,true,No,true,false,false,true,false,true,One year,true,Electronic check,89.02,1068.24,false
CUST-00157,Female,0,true,false,70,false,true,Fiber optic,false,false,false,true,false,false,Two year,false,Bank transfer (automatic),96.56,6759.2,false
CUST-00158,Male,0,true,true,63,true,false,DSL,false,false,true,false,false,false,Month-to-month,false,Electronic check,91.96,5793.48,false
CUST-00159,Female,0,true,false,36,true,true,No,false,true,true,true,false,false,Month-to-month,false,Electronic check,84.36,3036.96,true
CUST-00160,Female,0,true,false,62,true,false,DSL,true,true,false,false,false,true,Two year,false,Bank transfer (automatic),23.24,1440.88,false
CUST-00161,Male,0,true,true,52,true,true,No,true,false,false,true,false,true,Month-to-month,true,Electronic check,114.45,5951.4,true
CUST-00162,Male,1,true,true,16,true,true,No,true,false,false,false,false,false,One year,true,Electronic check,20.52,328.32,false
CUST-00163,Male,1,true,true,9,false,false,No,false,false,true,true,true,false,Two year,false,Credit card (automatic),61.02,549.18,false
CUST-00164,Female,1,false,true,39,false,false,No,true,false,false,false,true,true,Two year,false,Credit card (automatic),103.06,4019.34,false
CUST-00165,Female,0,false,true,60,true,false,Fiber optic,true,false,true,false,false,false,Month-to-month,false,Mailed check,87.43,5245.8,false
CUST-00166,Male,1,false,true,27,false,false,No,false,true,false,true,false,true,One year,true,Mailed check,51.46,1389.42,false
CUST-00167,Male,0,true,false,43,true,false,DSL,false,true,true,true,false,true,One year,false,Bank transfer (automatic),34,1462,true
CUST-00168,Female,0,true,true,58,false,false,No,true,true,true,false,true,false,Month-to-month,false,Mailed check,106.47,6175.26,false
CUST-00169,Female,1,true,false,38,false,true,No,false,true,false,true,true,false,Two year,false,Credit card (automatic),51.92,1972.96,false
CUST-00170,Female,1,false,false,72,false,true,DSL,true,false,true,true,true,true,Month-to-month,true,Credit card (automatic),65.22,4695.84,false
CUST-00171,Male,0,false,true,66,true,true,DSL,false,false,false,true,true,true,Two year,false,Bank transfer (automatic),40.61,2680.26,false
CUST-00172,Male,0,false,false,34,false,false,DSL,false,false,true,false,true,true,One year,true,Mailed check,70.34,2391.56,true
CUST-00173,Female,0,true,false,11,true,false,DSL,true,false,true,false,false,false,One year,true,Mailed check,118.68,1305.48,false
CUST-00174,Male,1,false,true,37,false,true,No,false,false,false,true,false,true,Month-to-month,false,Bank transfer (automatic),66.07,2444.59,false
CUST-00175,Female,0,true,true,56,false,true,No,true,false,true,true,true,true,One year,true,Credit card (automatic),102.22,5724.32,false
CUST-00176,Male,0,true,true,44,false,false,DSL,true,false,true,true,true,true,Month-to-month,false,Electronic check,92.69,4078.36,false
CUST-00177,Male,0,true,true,57,false,true,DSL,false,false,false,false,false,true,Two year,true,Credit card (automatic),102.32,5832.24,false
CUST-00178,Male,0,false,true,22,true,true,DSL,false,false,false,true,false,false,Month-to-month,true,Electronic check,117.44,2583.68,true
CUST-00179,Male,0,true,false,24,true,true,DSL,true,true,false,true,true,false,Two year,false,Credit card (automatic),20.28,486.72,false
CUST-00180,Female,0,true,true,31,false,false,No,true,false,false,false,false,false,Two year,false,Electronic check,85.96,2664.76,false
CUST-00181,Female,0,false,false,1,false,false,No,false,true,false,false,false,false,Month-to-month,true,Electronic check,44.84,44.84,false
CUST-00182,Female,0,true,false,30,true,true,DSL,true,true,false,true,false,false,Two year,true,Electronic check,36.28,1088.4,false
CUST-00183,Female,0,false,false,48,true,false,Fiber optic,false,false,false,false,true,false,One year,true,Mailed check,86.14,4134.72,false
CUST-00184,Male,0,false,true,3,false,false,No,false,false,false,true,false,true,One year,false,Mailed check,119.12,357.36,false
CUST-00185,Female,0,true,false,35,false,true,DSL,false,false,true,true,true,false,Two year,true,Bank transfer (automatic),92.19,3226.65,false
CUST-00186,Female,1,false,false,57,true,false,Fiber optic,true,true,false,false,false,false,One year,false,Bank transfer (automatic),23.71,1351.47,false
CUST-00187,Female,0,true,false,10,false,true,No,true,false,true,true,true,false,Two year,false,Mailed check,46.75,467.5,false
CUST-00188,Female,0,false,true,27,false,false,No,true,false,true,false,false,true,Two year,true,Mailed check,96.79,2613.33,false
CUST-00189,Female,0,false,true,45,true,true,DSL,true,false,false,false,true,true,One year,true,Credit card (automatic),26.43,1189.35,false
CUST-00190,Male,1,false,true,27,false,true,Fiber optic,false,true,false,false,true,false,One year,true,Credit card (automatic),107.2,2894.4,false
CUST-00191,Male,0,true,true,49,false,false,DSL,true,true,true,true,true,false,One year,true,Bank transfer (automatic),70.06,3432.94,false
CUST-00192,Female,0,false,true,4,false,true,Fiber optic,false,true,false,false,false,false,Month-to-month,true,Mailed check,51.08,204.32,true
CUST-00193,Female,1,true,false,32,false,true,No,false,true,true,false,true,true,Month-to-month,false,Electronic check,87.71,2806.72,false
CUST-00194,Male,0,true,true,70,false,false,Fiber optic,false,true,false,true,false,true,Two year,false,Bank transfer (automatic),107.8,7546,false
CUST-00195,Female,0,true,true,63,true,false,DSL,true,true,false,false,false,true,Month-to-month,true,Bank transfer (automatic),47.44,2988.72,true
CUST-00196,Male,0,true,false,53,true,false,DSL,false,false,true,true,true,true,One year,false,Bank transfer (automatic),91.46,4847.38,false
CUST-00197,Male,0,false,false,56,true,true,No,true,false,true,true,false,false,Month-to-month,false,Credit card (automatic),33.18,1858.08,false
CUST-00198,Male,0,true,false,70,true,true,No,false,false,false,false,true,false,One year,false,Electronic check,31.51,2205.7,false
CUST-00199,Female,0,true,true,31,false,false,Fiber optic,false,true,true,true,true,false,One year,false,Credit card (automatic),57.22,1773.82,false
CUST-00200,Female,0,true,false,11,true,true,No,true,true,false,true,true,true,One year,true,Mailed check,66.76,734.36,false
CUST-00201,Female,0,false,true,72,false,false,DSL,true,true,true,true,false,false,Month-to-month,false,Bank transfer (automatic),71.59,5154.48,false
CUST-00202,Male,0,false,true,71,false,false,Fiber optic,true,true,false,false,true,false,One year,false,Bank transfer (automatic),89.46,6351.66,false
CUST-00203,Female,1,false,false,16,false,true,Fiber optic,false,true,false,true,true,false,Month-to-month,true,Bank transfer (automatic),102.82,1645.12,false
CUST-00204,Female,0,true,true,46,true,false,Fiber optic,true,true,false,true,true,true,One year,false,Electronic check,46.08,2119.68,false
CUST-00205,Male,0,true,false,12,false,true,No,false,false,true,true,false,false,Two year,true,Credit card (automatic),55.47,665.64,false
CUST-00206,Female,0,false,true,64,false,true,Fiber optic,false,false,false,false,true,true,Month-to-month,false,Credit card (automatic),76.87,4919.68,false
CUST-00207,Male,0,false,false,17,true,true,DSL,true,false,true,true,false,false,Month-to-month,true,Bank transfer (automatic),85.85,1459.45,true
CUST-00208,Male,0,true,false,69,true,false,No,false,false,true,true,true,true,Two year,true,Electronic check,114.53,7902.57,false
CUST-00209,Female,0,true,false,70,true,false,No,true,true,true,true,false,true,One year,true,Credit card (automatic),88.79,6215.3,false
CUST-00210,Male,0,false,false,7,true,true,Fiber optic,false,false,false,true,true,true,Month-to-month,true,Mailed check,66.37,464.59,false
CUST-00211,Male,0,false,true,60,false,true,DSL,false,false,true,false,true,true,One year,false,Mailed check,83.86,5031.6,false
CUST-00212,Male,0,true,true,17,true,true,Fiber optic,false,false,false,true,true,true,Two year,true,Mailed check,114.61,1948.37,false
CUST-00213,Male,0,true,false,71,false,true,DSL,false,false,false,false,true,false,Month-to-month,false,Electronic check,110.99,7880.29,false
CUST-00214,Female,0,true,false,71,true,true,No,true,true,true,false,true,false,Two year,false,Credit card (automatic),30.48,2164.08,false
CUST-00215,Male,1,false,false,64,true,false,DSL,false,false,true,false,false,true,Month-to-month,true,Credit card (automatic),21.9,1401.6,true
