customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-00094,Female,0,False,False,43,True,False,No,True,True,False,False,False,False,Two year,True,Credit card (automatic),113.9,4897.7,False
CUST-00095,Female,0,False,False,40,False,False,Fiber optic,False,True,False,True,True,True,One year,True,Mailed check,49.46,1978.4,False
CUST-00096,Female,0,False,False,14,True,True,DSL,False,False,False,True,True,True,Month-to-month,True,Electronic check,109.31,1530.34,False
CUST-00097,Male,0,False,True,6,True,True,Fiber optic,True,True,False,False,False,False,One year,True,Mailed check,50.11,300.66,False
CUST-00098,Female,0,True,True,11,True,True,DSL,False,False,True,False,False,True,Two year,True,Bank transfer (automatic),85.23,937.53,False
CUST-00099,Female,0,True,True,13,True,True,No,True,True,False,True,False,True,Month-to-month,True,Mailed check,100.05,1300.65,True
CUST-00100,Female,0,True,True,8,True,False,Fiber optic,True,False,True,True,False,False,Month-to-month,True,Bank transfer (automatic),86.47,691.76,False
CUST-00101,Female,0,False,True,22,True,False,DSL,True,False,False,False,False,True,Month-to-month,True,Bank transfer (automatic),29.94,658.68,True
CUST-00102,Female,1,False,True,44,True,False,DSL,True,False,False,True,False,True,Month-to-month,False,Mailed check,74.6,3282.4,False
CUST-00103,Male,0,False,False,18,True,True,No,True,True,True,False,True,False,Month-to-month,False,Mailed check,98.76,1777.68,True
CUST-00104,Male,0,True,True,66,False,False,Fiber optic,True,False,True,True,False,True,Two year,False,Mailed check,56.92,3756.72,False
CUST-00105,Male,0,False,True,22,False,True,Fiber optic,True,True,False,True,True,False,Month-to-month,False,Electronic check,85.37,1878.14,False
CUST-00106,Female,0,False,False,72,True,True,No,True,False,False,False,False,False,One year,True,Electronic check,46.0,3312.0,True
CUST-00107,Male,1,True,True,50,False,False,DSL,False,False,False,False,False,True,Two year,False,Bank transfer (automatic),90.11,4505.5,False
CUST-00108,Male,1,True,False,39,False,False,No,False,False,False,True,True,True,Month-to-month,True,Credit card (automatic),50.11,1954.29,False
CUST-00109,Male,1,True,False,3,True,True,Fiber optic,False,False,True,False,False,True,Two year,True,Credit card (automatic),80.11,240.33,False
CUST-00110,Female,0,True,False,66,False,False,DSL,True,False,False,True,True,False,Two year,True,Credit card (automatic),61.59,4064.94,False
CUST-00111,Male,0,False,False,39,False,True,DSL,False,True,False,False,False,True,Two year,False,Credit card (automatic),44.5,1735.5,False
CUST-00112,Female,0,True,False,43,True,True,Fiber optic,False,False,True,True,True,True,Month-to-month,True,Credit card (automatic),49.78,2140.54,False
CUST-00113,Female,0,True,True,65,True,False,No,False,True,True,True,False,False,One year,True,Mailed check,22.19,1442.35,False
CUST-00114,Female,1,False,True,22,True,False,DSL,True,False,False,True,True,False,Two year,True,Bank transfer (automatic),105.15,2313.3,False
CUST-00115,Female,0,False,False,64,True,True,No,True,True,False,False,True,True,Month-to-month,True,Electronic check,31.97,2046.08,False
CUST-00116,Male,0,False,False,25,True,False,DSL,True,False,False,True,False,False,Month-to-month,True,Bank transfer (automatic),28.84,721.0,False
CUST-00117,Female,0,True,False,28,False,False,Fiber optic,False,False,False,True,False,True,One year,True,Electronic check,34.3,960.4,False
CUST-00118,Male,0,True,False,38,True,True,DSL,True,False,False,True,True,False,Month-to-month,False,Mailed check,70.48,2678.24,False
CUST-00119,Female,0,True,False,23,False,False,No,True,True,True,False,True,True,One year,True,Mailed check,89.0,2047.0,False
CUST-00120,Female,0,False,False,60,True,True,No,True,True,False,True,False,False,One year,False,Mailed check,31.31,1878.6,False
CUST-00121,Male,0,False,True,15,True,True,DSL,True,False,False,False,False,False,Month-to-month,True,Credit card (automatic),33.21,498.15,True
CUST-00122,Male,0,True,True,24,False,False,No,False,False,False,False,False,True,Month-to-month,False,Credit card (automatic),92.9,2229.6,True
CUST-00123,Female,0,True,True,11,True,True,No,False,True,True,False,False,True,One year,True,Credit card (automatic),83.16,914.76,False
CUST-00124,Male,0,True,True,46,True,True,No,False,False,True,False,True,True,One year,True,Mailed check,52.26,2403.96,False
CUST-00125,Male,0,True,True,72,True,True,No,True,True,True,True,True,False,Month-to-month,True,Electronic check,54.8,3945.6,False
CUST-00126,Female,0,False,False,69,True,False,No,True,False,False,False,True,False,Month-to-month,False,Credit card (automatic),88.11,6079.59,False
CUST-00127,Female,1,True,True,69,False,False,Fiber optic,False,True,False,True,True,True,Two year,True,Bank transfer (automatic),63.78,4400.82,False
CUST-00128,Male,0,False,True,72,False,False,Fiber optic,True,True,False,True,False,True,Month-to-month,False,Electronic check,37.94,2731.68,False
CUST-00129,Female,1,True,True,46,False,True,No,False,False,True,True,False,True,One year,False,Electronic check,45.11,2075.06,False
CUST-00130,Female,1,False,False,21,False,True,Fiber optic,False,False,True,False,True,True,Two year,True,Electronic check,94.94,1993.74,False
CUST-00131,Male,0,False,False,70,False,True,DSL,True,True,False,False,False,False,Month-to-month,True,Credit card (automatic),43.52,3046.4,True
CUST-00132,Male,0,False,True,36,False,False,DSL,True,False,True,False,True,True,One year,True,Bank transfer (automatic),86.14,3101.04,False
CUST-00133,Male,0,True,True,21,True,True,Fiber optic,True,True,False,False,False,False,Month-to-month,False,Bank transfer (automatic),37.07,778.47,True
CUST-00134,Female,1,False,False,16,True,False,No,True,True,False,True,True,True,One year,False,Electronic check,43.66,698.56,False
CUST-00135,Male,0,False,True,54,True,True,No,True,False,True,False,True,False,Month-to-month,False,Electronic check,96.48,5209.92,False
CUST-00136,Male,0,False,True,40,True,False,Fiber optic,False,True,False,False,True,True,One year,False,Credit card (automatic),59.67,2386.8,False
CUST-00137,Female,1,False,True,27,True,True,DSL,False,False,True,False,False,True,Two year,True,Electronic check,96.93,2617.11,False
CUST-00138,Male,0,False,True,69,False,True,Fiber optic,True,True,True,False,True,True,Month-to-month,False,Credit card (automatic),82.19,5671.11,False
CUST-00139,Female,0,False,False,3,True,False,DSL,True,False,True,True,True,True,Month-to-month,False,Bank transfer (automatic),32.83,98.49,True
CUST-00140,Female,0,False,True,35,False,False,No,False,False,False,True,False,False,Month-to-month,True,Mailed check,87.47,3061.45,False
CUST-00141,Female,0,False,False,36,False,True,Fiber optic,True,True,False,True,False,False,Two year,True,Credit card (automatic),94.12,3388.32,False
CUST-00142,Female,1,True,True,18,True,False,DSL,False,True,True,False,True,True,Two year,True,Credit card (automatic),34.21,615.78,False
CUST-00143,Female,0,False,False,68,True,False,No,True,False,True,True,False,False,One year,False,Credit card (automatic),81.18,5520.24,True
CUST-00144,Male,0,False,False,17,True,False,No,False,True,True,False,True,False,One year,True,Credit card (automatic),24.24,412.08,True
CUST-00145,Female,0,False,True,72,True,True,DSL,False,False,True,True,False,True,One year,True,Credit card (automatic),45.36,3265.92,False
CUST-00146,Female,0,False,True,18,False,False,DSL,True,False,True,True,False,True,One year,True,Credit card (automatic),109.23,1966.14,False
CUST-00147,Male,0,True,True,57,True,True,DSL,False,False,False,True,False,False,One year,True,Electronic check,35.09,2000.13,False
CUST-00148,Female,1,True,False,56,False,False,Fiber optic,True,False,True,False,False,True,One year,False,Bank transfer (automatic),105.15,5888.4,False
CUST-00149,Female,0,False,True,52,False,True,DSL,False,True,False,False,True,False,One year,True,Mailed check,51.29,2667.08,False
CUST-00150,Male,0,False,False,38,True,False,DSL,True,False,True,False,True,True,Month-to-month,False,Bank transfer (automatic),25.66,975.08,False
CUST-00151,Female,0,True,True,38,True,False,No,True,False,False,True,False,True,One year,True,Electronic check,60.76,2308.88,True
CUST-00152,Male,0,True,False,68,False,True,Fiber optic,False,True,True,False,True,False,One year,False,Mailed check,114.08,7757.44,False
CUST-00153,Female,0,True,False,35,False,False,DSL,True,False,True,True,False,True,Two year,False,Mailed check,45.63,1597.05,False
CUST-00154,Male,0,True,True,10,False,True,DSL,False,False,True,True,False,True,One year,False,Mailed check,93.49,934.9,False
CUST-00155,Female,0,False,False,10,False,True,No,False,True,False,True,True,False,One year,False,Credit card (automatic),114.69,1146.9,False
CUST-00156,Male,0,True,True,12,False,True,No,True,False,False,True,False,True,One year,True,Electronic check,89.02,1068.24,False
CUST-00157,Female,0,True,False,70,False,True,Fiber optic,False,False,False,True,False,False,Two year,False,Bank transfer (automatic),96.56,6759.2,False
CUST-00158,Male,0,True,True,63,True,False,DSL,False,False,True,False,False,False,Month-to-month,False,Electronic check,91.96,5793.48,False
CUST-00159,Female,0,True,False,36,True,True,No,False,True,True,True,False,False,Month-to-month,False,Electronic check,84.36,3036.96,True
CUST-00160,Female,0,True,False,62,True,False,DSL,True,True,False,False,False,True,Two year,False,Bank transfer (automatic),23.24,1440.88,False
CUST-00161,Male,0,True,True,52,True,True,No,True,False,False,True,False,True,Month-to-month,True,Electronic check,114.45,5951.4,True
CUST-00162,Male,1,True,True,16,True,True,No,True,False,False,False,False,False,One year,True,Electronic check,20.52,328.32,False
CUST-00163,Male,1,True,True,9,False,False,No,False,False,True,True,True,False,Two year,False,Credit card (automatic),61.02,549.18,False
CUST-00164,Female,1,False,True,39,False,False,No,True,False,False,False,True,True,Two year,False,Credit card (automatic),103.06,4019.34,False
CUST-00165,Female,0,False,True,60,True,False,Fiber optic,True,False,True,False,False,False,Month-to-month,False,Mailed check,87.43,5245.8,False
CUST-00166,Male,1,False,True,27,False,False,No,False,True,False,True,False,True,One year,True,Mailed check,51.46,1389.42,False
CUST-00167,Male,0,True,False,43,True,False,DSL,False,True,True,True,False,True,One year,False,Bank transfer (automatic),34.0,1462.0,True
CUST-00168,Female,0,True,True,58,False,False,No,True,True,True,False,True,False,Month-to-month,False,Mailed check,106.47,6175.26,False
CUST-00169,Female,1,True,False,38,False,True,No,False,True,False,True,True,False,Two year,False,Credit card (automatic),51.92,1972.96,False
CUST-00170,Female,1,False,False,72,False,True,DSL,True,False,True,True,True,True,Month-to-month,True,Credit card (automatic),65.22,4695.84,False
CUST-00171,Male,0,False,True,66,True,True,DSL,False,False,False,True,True,True,Two year,False,Bank transfer (automatic),40.61,2680.26,False
CUST-00172,Male,0,False,False,34,False,False,DSL,False,False,True,False,True,True,One year,True,Mailed check,70.34,2391.56,True
CUST-00173,Female,0,True,False,11,True,False,DSL,True,False,True,False,False,False,One year,True,Mailed check,118.68,1305.48,False
CUST-00174,Male,1,False,True,37,False,True,No,False,False,False,True,False,True,Month-to-month,False,Bank transfer (automatic),66.07,2444.59,False
CUST-00175,Female,0,True,True,56,False,True,No,True,False,True,True,True,True,One year,True,Credit card (automatic),102.22,5724.32,False
CUST-00176,Male,0,True,True,44,False,False,DSL,True,False,True,True,True,True,Month-to-month,False,Electronic check,92.69,4078.36,False
CUST-00177,Male,0,True,True,57,False,True,DSL,False,False,False,False,False,True,Two year,True,Credit card (automatic),102.32,5832.24,False
CUST-00178,Male,0,False,True,22,True,True,DSL,False,False,False,True,False,False,Month-to-month,True,Electronic check,117.44,2583.68,True
CUST-00179,Male,0,True,False,24,True,True,DSL,True,True,False,True,True,False,Two year,False,Credit card (automatic),20.28,486.72,False
CUST-00180,Female,0,True,True,31,False,False,No,True,False,False,False,False,False,Two year,False,Electronic check,85.96,2664.76,False
CUST-00181,Female,0,False,False,1,False,False,No,False,True,False,False,False,False,Month-to-month,True,Electronic check,44.84,44.84,False
CUST-00182,Female,0,True,False,30,True,True,DSL,True,True,False,True,False,False,Two year,True,Electronic check,36.28,1088.4,False
CUST-00183,Female,0,False,False,48,True,False,Fiber optic,False,False,False,False,True,False,One year,True,Mailed check,86.14,4134.72,False
CUST-00184,Male,0,False,True,3,False,False,No,False,False,False,True,False,True,One year,False,Mailed check,119.12,357.36,False
CUST-00185,Female,0,True,False,35,False,True,DSL,False,False,True,True,True,False,Two year,True,Bank transfer (automatic),92.19,3226.65,False
CUST-00186,Female,1,False,False,57,True,False,Fiber optic,True,True,False,False,False,False,One year,False,Bank transfer (automatic),23.71,1351.47,False
CUST-00187,Female,0,True,False,10,False,True,No,True,False,True,True,True,False,Two year,False,Mailed check,46.75,467.5,False
CUST-00188,Female,0,False,True,27,False,False,No,True,False,True,False,False,True,Two year,True,Mailed check,96.79,2613.33,False
CUST-00189,Female,0,False,True,45,True,True,DSL,True,False,False,False,True,True,One year,True,Credit card (automatic),26.43,1189.35,False
CUST-00190,Male,1,False,True,27,False,True,Fiber optic,False,True,False,False,True,False,One year,True,Credit card (automatic),107.2,2894.4,False
CUST-00191,Male,0,True,True,49,False,False,DSL,True,True,True,True,True,False,One year,True,Bank transfer (automatic),70.06,3432.94,False
CUST-00192,Female,0,False,True,4,False,True,Fiber optic,False,True,False,False,False,False,Month-to-month,True,Mailed check,51.08,204.32,True
CUST-00193,Female,1,True,False,32,False,True,No,False,True,True,False,True,True,Month-to-month,False,Electronic check,87.71,2806.72,False
CUST-00194,Male,0,True,True,70,False,False,Fiber optic,False,True,False,True,False,True,Two year,False,Bank transfer (automatic),107.8,7546.0,False
CUST-00195,Female,0,True,True,63,True,False,DSL,True,True,False,False,False,True,Month-to-month,True,Bank transfer (automatic),47.44,2988.72,True
CUST-00196,Male,0,True,False,53,True,False,DSL,False,False,True,True,True,True,One year,False,Bank transfer (automatic),91.46,4847.38,False
CUST-00197,Male,0,False,False,56,True,True,No,True,False,True,True,False,False,Month-to-month,False,Credit card (automatic),33.18,1858.08,False
CUST-00198,Male,0,True,False,70,True,True,No,False,False,False,False,True,False,One year,False,Electronic check,31.51,2205.7,False
CUST-00199,Female,0,True,True,31,False,False,Fiber optic,False,True,True,True,True,False,One year,False,Credit card (automatic),57.22,1773.82,False
CUST-00200,Female,0,True,False,11,True,True,No,True,True,False,True,True,True,One year,True,Mailed check,66.76,734.36,False
CUST-00201,Female,0,False,True,72,False,False,DSL,True,True,True,True,False,False,Month-to-month,False,Bank transfer (automatic),71.59,5154.48,False
CUST-00202,Male,0,False,True,71,False,False,Fiber optic,True,True,False,False,True,False,One year,False,Bank transfer (automatic),89.46,6351.66,False
CUST-00203,Female,1,False,False,16,False,True,Fiber optic,False,True,False,True,True,False,Month-to-month,True,Bank transfer (automatic),102.82,1645.12,False
CUST-00204,Female,0,True,True,46,True,False,Fiber optic,True,True,False,True,True,True,One year,False,Electronic check,46.08,2119.68,False
CUST-00205,Male,0,True,False,12,False,True,No,False,False,True,True,False,False,Two year,True,Credit card (automatic),55.47,665.64,False
CUST-00206,Female,0,False,True,64,False,True,Fiber optic,False,False,False,False,True,True,Month-to-month,False,Credit card (automatic),76.87,4919.68,False
CUST-00207,Male,0,False,False,17,True,True,DSL,True,False,True,True,False,False,Month-to-month,True,Bank transfer (automatic),85.85,1459.45,True
CUST-00208,Male,0,True,False,69,True,False,No,False,False,True,True,True,True,Two year,True,Electronic check,114.53,7902.57,False
CUST-00209,Female,0,True,False,70,True,False,No,True,True,True,True,False,True,One year,True,Credit card (automatic),88.79,6215.3,False
CUST-00210,Male,0,False,False,7,True,True,Fiber optic,False,False,False,True,True,True,Month-to-month,True,Mailed check,66.37,464.59,False
CUST-00211,Male,0,False,True,60,False,True,DSL,False,False,True,False,True,True,One year,False,Mailed check,83.86,5031.6,False
CUST-00212,Male,0,True,True,17,True,True,Fiber optic,False,False,False,True,True,True,Two year,True,Mailed check,114.61,1948.37,False
CUST-00213,Male,0,True,False,71,False,True,DSL,False,False,False,False,True,False,Month-to-month,False,Electronic check,110.99,7880.29,False
CUST-00214,Female,0,True,False,71,True,True,No,True,True,True,False,True,False,Two year,False,Credit card (automatic),30.48,2164.08,False
CUST-00215,Male,1,False,False,64,True,False,DSL,False,False,True,False,False,True,Month-to-month,True,Credit card (automatic),21.9,1401.6,True
